unit,sex,age,icd10,resid,time\geo	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 	RS 	TR 
NR,F,Y55-59,G_H,TOT_IN,2011	1781 	47 	14 	31 	24 	304 	5 	13 	43 	139 	253 	13 	165 	1 	3 	13 	2 	39 	0 	58 	23 	148 	24 	50 	8 	30 	36 	29 	266 	32 	37 	36 	128 
NR,F,Y55-59,G_H,TOT_RESID,2011	1778 	47 	14 	31 	24 	305 	5 	13 	43 	140 	250 	13 	164 	1 	3 	13 	2 	38 	0 	58 	23 	148 	24 	50 	8 	31 	36 	29 	265 	32 	35 	36 	128 
NR,F,Y55-59,G_H_OTH,TOT_IN,2011	1622 	43 	11 	29 	22 	286 	3 	9 	42 	124 	234 	10 	147 	0 	3 	11 	2 	36 	0 	52 	21 	136 	21 	49 	8 	25 	27 	26 	245 	30 	36 	32 	101 
NR,F,Y55-59,G_H_OTH,TOT_RESID,2011	1620 	43 	11 	29 	22 	287 	3 	9 	42 	125 	231 	10 	147 	0 	3 	11 	2 	35 	0 	52 	21 	136 	21 	49 	8 	26 	27 	26 	244 	30 	34 	32 	101 
NR,F,Y55-59,I,TOT_IN,2011	12865 	218 	747 	402 	104 	1796 	57 	70 	258 	533 	823 	179 	873 	12 	198 	192 	5 	758 	9 	304 	119 	1856 	162 	1501 	44 	230 	111 	179 	1125 	63 	85 	578 	1998 
NR,F,Y55-59,I,TOT_RESID,2011	12836 	216 	750 	398 	105 	1807 	58 	72 	254 	522 	822 	176 	853 	9 	198 	192 	6 	757 	9 	305 	115 	1855 	163 	1509 	43 	232 	111 	178 	1121 	64 	80 	579 	1986 
NR,F,Y55-59,I20-I25,TOT_IN,2011	4456 	70 	112 	174 	27 	639 	22 	24 	137 	165 	208 	73 	269 	6 	97 	100 	2 	356 	4 	77 	54 	527 	35 	533 	15 	116 	36 	80 	498 	22 	21 	142 	706 
NR,F,Y55-59,I20-I25,TOT_RESID,2011	4442 	71 	113 	171 	28 	645 	22 	25 	136 	160 	210 	70 	262 	4 	97 	101 	3 	356 	4 	75 	52 	527 	35 	534 	16 	116 	36 	79 	494 	23 	18 	143 	702 
NR,F,Y55-59,I20_I23-I25,TOT_IN,2011	2022 	17 	48 	110 	14 	196 	13 	18 	34 	67 	66 	24 	94 	1 	75 	88 	0 	221 	2 	14 	21 	264 	6 	194 	7 	71 	28 	34 	295 	8 	7 	37 	227 
NR,F,Y55-59,I20_I23-I25,TOT_RESID,2011	2013 	18 	48 	109 	15 	197 	13 	19 	34 	62 	67 	22 	89 	1 	75 	88 	1 	221 	2 	12 	21 	265 	6 	195 	7 	70 	28 	33 	295 	9 	7 	38 	226 
NR,F,Y55-59,I21_I22,TOT_IN,2011	2434 	53 	64 	64 	13 	443 	9 	6 	103 	98 	142 	49 	175 	5 	22 	12 	2 	135 	2 	63 	33 	263 	29 	339 	8 	45 	8 	46 	203 	14 	14 	105 	479 
NR,F,Y55-59,I21_I22,TOT_RESID,2011	2429 	53 	65 	62 	13 	448 	9 	6 	102 	98 	143 	48 	173 	3 	22 	13 	2 	135 	2 	63 	31 	262 	29 	339 	9 	46 	8 	46 	199 	14 	11 	105 	476 
NR,F,Y55-59,I30-I51,TOT_IN,2011	2680 	62 	303 	63 	20 	411 	6 	6 	37 	147 	200 	32 	192 	3 	34 	27 	1 	109 	1 	80 	17 	579 	30 	108 	7 	27 	22 	30 	126 	13 	20 	157 	480 
NR,F,Y55-59,I30-I51,TOT_RESID,2011	2680 	62 	304 	63 	20 	417 	7 	7 	35 	145 	200 	32 	189 	3 	34 	26 	1 	109 	1 	79 	16 	577 	31 	109 	6 	28 	22 	30 	127 	13 	18 	157 	479 
NR,F,Y55-59,I60-I69,TOT_IN,2011	3326 	52 	179 	65 	37 	385 	12 	29 	67 	130 	227 	48 	234 	2 	43 	44 	1 	157 	2 	83 	23 	500 	63 	506 	12 	55 	30 	47 	293 	19 	27 	182 	541 
NR,F,Y55-59,I60-I69,TOT_RESID,2011	3317 	49 	179 	65 	37 	384 	12 	29 	66 	129 	226 	48 	227 	1 	43 	44 	1 	157 	2 	86 	23 	501 	63 	508 	12 	55 	30 	47 	293 	19 	27 	182 	538 
NR,F,Y55-59,I_OTH,TOT_IN,2011	2403 	34 	153 	100 	20 	361 	17 	11 	17 	91 	188 	26 	178 	1 	24 	21 	1 	136 	2 	64 	25 	250 	34 	354 	10 	32 	23 	22 	208 	9 	17 	97 	271 
NR,F,Y55-59,I_OTH,TOT_RESID,2011	2397 	34 	154 	99 	20 	361 	17 	11 	17 	88 	186 	26 	175 	1 	24 	21 	1 	135 	2 	65 	24 	250 	34 	358 	9 	33 	23 	22 	207 	9 	17 	97 	267 
NR,F,Y55-59,J,TOT_IN,2011	3168 	103 	58 	92 	60 	560 	11 	25 	57 	156 	250 	26 	170 	1 	10 	17 	1 	186 	1 	148 	33 	293 	42 	183 	6 	43 	23 	38 	575 	31 	26 	79 	374 
NR,F,Y55-59,J,TOT_RESID,2011	3163 	103 	58 	92 	60 	562 	11 	25 	57 	155 	248 	25 	168 	1 	10 	17 	1 	186 	1 	146 	33 	293 	42 	183 	6 	43 	23 	39 	575 	31 	26 	79 	374 
NR,F,Y55-59,J09-J11,TOT_IN,2011	83 	0 	2 	2 	1 	7 	1 	0 	6 	4 	17 	1 	8 	0 	1 	1 	0 	6 	: 	3 	0 	3 	3 	1 	0 	1 	0 	1 	14 	0 	0 	0 	1 
NR,F,Y55-59,J09-J11,TOT_RESID,2011	82 	0 	2 	2 	1 	7 	1 	0 	6 	4 	17 	1 	8 	0 	1 	1 	0 	6 	: 	3 	0 	3 	3 	1 	0 	1 	0 	1 	13 	0 	0 	0 	1 
NR,F,Y55-59,J12-J18,TOT_IN,2011	695 	15 	17 	28 	7 	82 	4 	7 	2 	33 	40 	7 	31 	1 	3 	5 	0 	12 	1 	23 	1 	124 	15 	95 	1 	20 	4 	4 	113 	5 	3 	9 	43 
NR,F,Y55-59,J12-J18,TOT_RESID,2011	695 	14 	17 	28 	7 	83 	4 	7 	2 	32 	40 	7 	31 	1 	3 	5 	0 	12 	1 	23 	1 	123 	15 	95 	1 	20 	4 	5 	114 	5 	3 	9 	43 
NR,F,Y55-59,J40-J44_J47,TOT_IN,2011	1567 	68 	12 	41 	45 	352 	5 	13 	15 	48 	74 	16 	55 	0 	5 	9 	1 	142 	0 	106 	30 	97 	10 	59 	1 	14 	14 	25 	310 	20 	20 	32 	210 
NR,F,Y55-59,J40-J44_J47,TOT_RESID,2011	1565 	69 	12 	41 	45 	354 	5 	13 	15 	48 	72 	15 	53 	0 	5 	9 	1 	142 	0 	105 	30 	98 	10 	59 	1 	14 	14 	25 	310 	20 	21 	32 	210 
NR,F,Y55-59,J40-J47,TOT_IN,2011	1708 	70 	13 	45 	47 	378 	5 	14 	15 	50 	95 	17 	61 	0 	5 	9 	1 	150 	0 	108 	31 	115 	14 	65 	2 	16 	17 	28 	337 	20 	20 	37 	248 
NR,F,Y55-59,J40-J47,TOT_RESID,2011	1705 	71 	13 	45 	47 	379 	5 	14 	15 	50 	93 	16 	59 	0 	5 	9 	1 	150 	0 	107 	31 	116 	14 	65 	2 	16 	17 	28 	337 	20 	21 	37 	248 
NR,F,Y55-59,J45_J46,TOT_IN,2011	141 	2 	1 	4 	2 	26 	0 	1 	0 	2 	21 	1 	6 	0 	0 	0 	0 	8 	0 	2 	1 	18 	4 	6 	1 	2 	3 	3 	27 	0 	0 	5 	38 
NR,F,Y55-59,J45_J46,TOT_RESID,2011	140 	2 	1 	4 	2 	25 	0 	1 	0 	2 	21 	1 	6 	0 	0 	0 	0 	8 	0 	2 	1 	18 	4 	6 	1 	2 	3 	3 	27 	0 	0 	5 	38 
NR,F,Y55-59,J_OTH,TOT_IN,2011	682 	18 	26 	17 	5 	93 	1 	4 	34 	69 	98 	1 	70 	0 	1 	2 	0 	18 	0 	14 	1 	51 	10 	22 	3 	6 	2 	5 	111 	6 	3 	33 	82 
NR,F,Y55-59,J_OTH,TOT_RESID,2011	681 	18 	26 	17 	5 	93 	1 	4 	34 	69 	98 	1 	70 	0 	1 	2 	0 	18 	0 	13 	1 	51 	10 	22 	3 	6 	2 	5 	111 	6 	2 	33 	82 
NR,F,Y55-59,K,TOT_IN,2011	4922 	96 	63 	162 	72 	811 	12 	27 	33 	211 	451 	47 	243 	2 	36 	79 	5 	321 	3 	84 	67 	531 	58 	608 	24 	131 	71 	45 	629 	17 	31 	75 	171 
NR,F,Y55-59,K,TOT_RESID,2011	4911 	93 	63 	160 	72 	812 	12 	27 	33 	207 	450 	47 	236 	2 	36 	78 	5 	322 	3 	86 	67 	532 	58 	608 	24 	131 	71 	47 	629 	17 	31 	75 	170 
NR,F,Y55-59,K25-K28,TOT_IN,2011	204 	3 	3 	15 	3 	24 	0 	1 	2 	4 	9 	2 	0 	0 	5 	5 	0 	24 	0 	2 	1 	39 	0 	10 	0 	5 	7 	4 	36 	2 	3 	6 	4 
NR,F,Y55-59,K25-K28,TOT_RESID,2011	204 	3 	3 	15 	3 	24 	0 	1 	2 	4 	9 	2 	0 	0 	5 	5 	0 	25 	0 	2 	1 	39 	0 	10 	0 	4 	7 	4 	36 	2 	3 	6 	4 
NR,F,Y55-59,K70_K73_K74,TOT_IN,2011	3096 	61 	29 	96 	49 	532 	7 	14 	7 	102 	301 	31 	118 	1 	17 	52 	1 	223 	2 	41 	51 	315 	25 	476 	20 	88 	51 	21 	365 	5 	19 	20 	57 
NR,F,Y55-59,K70_K73_K74,TOT_RESID,2011	3090 	60 	29 	94 	49 	532 	7 	14 	7 	99 	300 	31 	115 	1 	17 	52 	1 	223 	2 	43 	51 	313 	25 	476 	20 	89 	51 	23 	366 	5 	19 	20 	56 
NR,F,Y55-59,K_OTH,TOT_IN,2011	1622 	32 	31 	51 	20 	255 	5 	12 	24 	105 	141 	14 	125 	1 	14 	22 	4 	74 	1 	41 	15 	177 	33 	122 	4 	38 	13 	20 	228 	10 	9 	49 	110 
NR,F,Y55-59,K_OTH,TOT_RESID,2011	1617 	30 	31 	51 	20 	256 	5 	12 	24 	104 	141 	14 	121 	1 	14 	21 	4 	74 	1 	41 	15 	180 	33 	122 	4 	38 	13 	20 	227 	10 	9 	49 	110 
NR,F,Y55-59,L,TOT_IN,2011	73 	2 	0 	2 	0 	17 	0 	0 	2 	3 	3 	0 	8 	0 	0 	0 	0 	3 	0 	1 	0 	3 	0 	2 	0 	2 	0 	1 	24 	0 	1 	2 	8 
NR,F,Y55-59,L,TOT_RESID,2011	73 	2 	0 	2 	0 	17 	0 	0 	2 	3 	3 	0 	8 	0 	0 	0 	0 	3 	0 	1 	0 	3 	0 	2 	0 	2 	0 	1 	24 	0 	1 	2 	8 
NR,F,Y55-59,M,TOT_IN,2011	359 	7 	1 	10 	3 	49 	0 	4 	11 	26 	42 	8 	40 	2 	4 	4 	1 	11 	0 	8 	2 	36 	8 	4 	1 	1 	3 	2 	71 	6 	2 	4 	49 
NR,F,Y55-59,M,TOT_RESID,2011	359 	6 	1 	10 	3 	49 	0 	4 	11 	26 	42 	8 	40 	2 	4 	4 	2 	11 	0 	8 	2 	36 	8 	4 	1 	1 	3 	2 	71 	6 	2 	4 	49 
NR,F,Y55-59,M_OTH,TOT_IN,2011	287 	7 	1 	6 	1 	42 	0 	1 	10 	20 	36 	7 	35 	2 	2 	3 	1 	8 	0 	7 	1 	28 	7 	4 	1 	1 	3 	2 	51 	5 	0 	4 	40 
NR,F,Y55-59,M_OTH,TOT_RESID,2011	287 	6 	1 	6 	1 	42 	0 	1 	10 	20 	36 	7 	35 	2 	2 	3 	2 	8 	0 	7 	1 	28 	7 	4 	1 	1 	3 	2 	51 	5 	0 	4 	40 
NR,F,Y55-59,N,TOT_IN,2011	611 	16 	20 	15 	1 	80 	1 	4 	13 	36 	46 	6 	54 	1 	5 	3 	0 	23 	0 	21 	7 	94 	14 	75 	0 	15 	0 	4 	57 	3 	6 	46 	237 
NR,F,Y55-59,N,TOT_RESID,2011	608 	16 	20 	15 	1 	81 	1 	4 	13 	34 	44 	6 	54 	1 	5 	3 	0 	23 	0 	21 	7 	94 	14 	75 	0 	15 	0 	4 	57 	3 	7 	46 	237 
NR,F,Y55-59,N00-N29,TOT_IN,2011	508 	11 	20 	14 	1 	61 	1 	4 	13 	31 	32 	4 	47 	1 	5 	3 	0 	20 	0 	11 	7 	92 	9 	73 	0 	12 	0 	3 	33 	2 	5 	45 	227 
NR,F,Y55-59,N00-N29,TOT_RESID,2011	507 	11 	20 	14 	1 	62 	1 	4 	13 	30 	31 	4 	47 	1 	5 	3 	0 	20 	0 	11 	7 	92 	9 	73 	0 	12 	0 	3 	33 	2 	5 	45 	227 
NR,F,Y55-59,N_OTH,TOT_IN,2011	103 	5 	0 	1 	0 	19 	0 	0 	0 	5 	14 	2 	7 	0 	0 	0 	0 	3 	0 	10 	0 	2 	5 	2 	0 	3 	0 	1 	24 	1 	1 	1 	10 
NR,F,Y55-59,N_OTH,TOT_RESID,2011	101 	5 	0 	1 	0 	19 	0 	0 	0 	4 	13 	2 	7 	0 	0 	0 	0 	3 	0 	10 	0 	2 	5 	2 	0 	3 	0 	1 	24 	1 	2 	1 	10 
NR,F,Y55-59,O,TOT_IN,2011	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 
NR,F,Y55-59,O,TOT_RESID,2011	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 
NR,F,Y55-59,P,TOT_IN,2011	3 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
NR,F,Y55-59,P,TOT_RESID,2011	3 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
NR,F,Y55-59,Q,TOT_IN,2011	318 	7 	1 	4 	3 	64 	2 	5 	0 	18 	56 	3 	36 	1 	1 	0 	1 	11 	2 	24 	8 	5 	4 	0 	1 	4 	10 	7 	40 	2 	8 	0 	5 
NR,F,Y55-59,Q,TOT_RESID,2011	318 	7 	1 	4 	3 	64 	2 	5 	0 	18 	56 	3 	36 	1 	1 	0 	1 	11 	2 	24 	8 	5 	4 	0 	1 	4 	10 	7 	40 	2 	8 	0 	5 
NR,F,Y55-59,R,TOT_IN,2011	1972 	50 	22 	15 	36 	415 	2 	1 	45 	101 	537 	3 	56 	1 	7 	7 	1 	3 	0 	28 	4 	401 	83 	73 	1 	6 	10 	17 	47 	15 	16 	82 	119 
NR,F,Y55-59,R,TOT_RESID,2011	1960 	49 	24 	16 	36 	409 	2 	1 	46 	99 	533 	3 	56 	0 	7 	7 	1 	3 	0 	28 	4 	401 	79 	74 	1 	6 	9 	17 	49 	16 	16 	82 	109 
NR,F,Y55-59,R95,TOT_IN,2011	0 	0 	: 	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	0 	: 	0 	0 	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 
NR,F,Y55-59,R95,TOT_RESID,2011	0 	0 	: 	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	0 	: 	0 	0 	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 
NR,F,Y55-59,R96-R99,TOT_IN,2011	1636 	22 	15 	13 	36 	397 	2 	1 	0 	79 	378 	1 	33 	0 	6 	7 	1 	3 	: 	23 	4 	395 	71 	73 	1 	4 	10 	17 	44 	14 	16 	67 	86 
NR,F,Y55-59,R96-R99,TOT_RESID,2011	1625 	21 	17 	14 	36 	391 	2 	1 	1 	77 	375 	1 	33 	0 	6 	7 	1 	3 	: 	23 	4 	395 	67 	74 	1 	4 	9 	17 	45 	15 	16 	67 	76 
NR,F,Y55-59,RHEUM_ARTHRO,TOT_IN,2011	72 	0 	0 	4 	2 	7 	0 	3 	1 	6 	6 	1 	5 	0 	2 	1 	0 	3 	0 	1 	1 	8 	1 	: 	0 	0 	0 	0 	20 	1 	2 	0 	9 
NR,F,Y55-59,RHEUM_ARTHRO,TOT_RESID,2011	72 	0 	0 	4 	2 	7 	0 	3 	1 	6 	6 	1 	5 	0 	2 	1 	0 	3 	0 	1 	1 	8 	1 	0 	0 	0 	0 	0 	20 	1 	2 	0 	9 
NR,F,Y55-59,R_OTH,TOT_IN,2011	336 	28 	7 	2 	0 	18 	0 	0 	45 	22 	159 	2 	23 	1 	1 	0 	0 	0 	0 	5 	0 	6 	12 	: 	0 	2 	0 	0 	3 	1 	0 	15 	33 
NR,F,Y55-59,R_OTH,TOT_RESID,2011	335 	28 	7 	2 	0 	18 	0 	0 	45 	22 	158 	2 	23 	0 	1 	0 	0 	0 	0 	5 	0 	6 	12 	0 	0 	2 	0 	0 	4 	1 	0 	15 	33 
NR,F,Y55-59,TOXICO,TOT_IN,2011	25 	0 	0 	0 	1 	13 	: 	: 	0 	0 	0 	: 	4 	: 	: 	: 	: 	0 	: 	3 	2 	0 	0 	: 	: 	: 	0 	0 	2 	0 	0 	0 	0 
NR,F,Y55-59,TOXICO,TOT_RESID,2011	25 	0 	0 	0 	1 	13 	: 	: 	0 	0 	0 	: 	4 	: 	: 	: 	: 	0 	: 	3 	2 	0 	0 	: 	: 	: 	0 	0 	2 	0 	0 	0 	0 
NR,F,Y55-59,V01-Y89,TOT_IN,2011	3654 	142 	46 	106 	39 	476 	20 	27 	48 	161 	655 	33 	195 	0 	41 	94 	2 	165 	0 	119 	85 	402 	73 	215 	27 	57 	83 	61 	282 	32 	60 	68 	154 
NR,F,Y55-59,V01-Y89,TOT_RESID,2011	3643 	140 	46 	107 	40 	487 	20 	24 	45 	154 	658 	30 	191 	0 	41 	94 	2 	164 	0 	119 	80 	403 	72 	218 	27 	56 	83 	61 	281 	32 	57 	68 	148 
NR,F,Y55-59,V01-Y89_OTH,TOT_IN,2011	105 	4 	1 	1 	2 	31 	0 	2 	2 	2 	16 	1 	4 	0 	0 	0 	0 	0 	0 	6 	5 	7 	0 	1 	10 	0 	1 	1 	8 	0 	0 	0 	0 
NR,F,Y55-59,V01-Y89_OTH,TOT_RESID,2011	105 	4 	1 	1 	2 	31 	0 	2 	2 	2 	16 	1 	4 	0 	0 	0 	0 	0 	0 	6 	5 	7 	0 	1 	10 	0 	1 	1 	8 	0 	0 	0 	0 
NR,F,Y55-59,V_Y85,TOT_IN,2011	513 	17 	8 	15 	2 	75 	2 	1 	19 	24 	48 	2 	47 	0 	4 	9 	0 	24 	0 	12 	13 	74 	22 	56 	2 	8 	4 	4 	21 	4 	7 	12 	68 
NR,F,Y55-59,V_Y85,TOT_RESID,2011	505 	16 	8 	16 	2 	76 	2 	1 	18 	22 	47 	2 	45 	0 	4 	9 	0 	24 	0 	12 	10 	76 	21 	59 	1 	7 	3 	4 	20 	4 	9 	12 	64 
NR,F,Y55-59,W00-W19,TOT_IN,2011	414 	18 	3 	6 	5 	63 	1 	5 	4 	17 	69 	4 	25 	0 	6 	4 	1 	22 	0 	29 	10 	33 	3 	21 	4 	6 	10 	6 	39 	1 	5 	3 	8 
NR,F,Y55-59,W00-W19,TOT_RESID,2011	414 	17 	3 	7 	5 	66 	1 	5 	4 	15 	70 	4 	24 	0 	6 	4 	1 	21 	0 	29 	8 	33 	3 	21 	4 	6 	11 	6 	40 	1 	5 	3 	8 
NR,F,Y55-59,W65-W74,TOT_IN,2011	130 	0 	1 	5 	0 	8 	1 	3 	8 	3 	22 	4 	3 	0 	2 	5 	: 	7 	0 	0 	3 	24 	1 	19 	0 	3 	2 	2 	4 	2 	1 	4 	2 
NR,F,Y55-59,W65-W74,TOT_RESID,2011	129 	0 	1 	5 	0 	9 	1 	1 	6 	2 	22 	2 	3 	0 	2 	5 	: 	8 	0 	0 	4 	24 	1 	19 	2 	2 	2 	2 	6 	2 	1 	4 	1 
NR,F,Y55-59,X40-X49,TOT_IN,2011	316 	6 	2 	10 	9 	15 	8 	6 	0 	8 	61 	1 	8 	0 	3 	19 	1 	4 	: 	2 	1 	26 	1 	26 	3 	5 	24 	9 	58 	6 	4 	1 	7 
NR,F,Y55-59,X40-X49,TOT_RESID,2011	315 	5 	2 	10 	9 	15 	8 	6 	0 	8 	62 	1 	7 	0 	3 	19 	1 	4 	: 	2 	1 	26 	1 	26 	3 	5 	24 	9 	58 	6 	4 	1 	6 
NR,F,Y55-59,X60-X84_Y870,TOT_IN,2011	1291 	59 	17 	31 	16 	199 	1 	6 	5 	57 	301 	16 	69 	0 	4 	19 	0 	69 	: 	60 	38 	109 	31 	39 	5 	10 	31 	21 	78 	10 	27 	31 	11 
NR,F,Y55-59,X60-X84_Y870,TOT_RESID,2011	1290 	60 	17 	31 	17 	202 	1 	6 	5 	56 	300 	15 	67 	0 	4 	19 	0 	68 	: 	60 	37 	110 	31 	39 	5 	10 	31 	21 	78 	10 	26 	31 	11 
NR,F,Y55-59,X85-Y09_Y871,TOT_IN,2011	101 	3 	2 	6 	0 	8 	1 	0 	4 	3 	8 	1 	7 	0 	5 	6 	: 	8 	0 	3 	2 	14 	2 	12 	1 	1 	2 	2 	0 	2 	2 	4 	6 
NR,F,Y55-59,X85-Y09_Y871,TOT_RESID,2011	101 	3 	2 	6 	0 	8 	1 	0 	4 	3 	8 	1 	7 	0 	5 	6 	: 	8 	0 	3 	2 	14 	2 	12 	1 	1 	2 	2 	0 	2 	2 	4 	6 
NR,F,Y55-59,Y10-Y34_Y872,TOT_IN,2011	220 	12 	5 	9 	1 	29 	1 	2 	0 	2 	8 	0 	0 	0 	3 	10 	0 	8 	0 	2 	7 	45 	7 	5 	1 	15 	5 	9 	34 	0 	4 	2 	: 
NR,F,Y55-59,Y10-Y34_Y872,TOT_RESID,2011	219 	12 	5 	9 	1 	30 	1 	1 	0 	2 	9 	0 	0 	0 	3 	10 	0 	8 	0 	2 	7 	43 	7 	5 	1 	16 	5 	9 	33 	0 	4 	2 	: 
NR,F,Y60-64,A-R_V-Y,TOT_IN,2011	100140 	2172 	2758 	2988 	1340 	15413 	337 	686 	1602 	5129 	10724 	1024 	9260 	92 	728 	907 	90 	3858 	80 	3423 	1439 	11130 	1643 	6409 	384 	1333 	1149 	1675 	12367 	841 	1137 	2866 	8391 
NR,F,Y60-64,A-R_V-Y,TOT_RESID,2011	99977 	2147 	2764 	2981 	1342 	15438 	335 	687 	1581 	5083 	10704 	1012 	9186 	89 	728 	907 	91 	3849 	78 	3431 	1429 	11141 	1636 	6423 	387 	1338 	1149 	1681 	12360 	847 	1104 	2873 	8351 
NR,F,Y60-64,A15-A19_B90,TOT_IN,2011	70 	1 	5 	1 	1 	1 	1 	0 	0 	5 	7 	0 	5 	0 	1 	2 	0 	6 	0 	0 	0 	11 	0 	17 	0 	0 	0 	0 	6 	0 	0 	0 	17 
NR,F,Y60-64,A15-A19_B90,TOT_RESID,2011	69 	0 	5 	1 	1 	1 	1 	0 	0 	5 	7 	0 	5 	0 	1 	2 	0 	6 	0 	0 	0 	11 	0 	17 	0 	0 	0 	0 	6 	0 	1 	0 	17 
NR,F,Y60-64,ACC,TOT_IN,2011	1942 	75 	27 	71 	16 	192 	15 	19 	31 	93 	336 	16 	137 	0 	30 	56 	1 	62 	1 	41 	35 	222 	28 	147 	10 	34 	56 	35 	156 	24 	20 	26 	148 
NR,F,Y60-64,ACC,TOT_RESID,2011	1938 	74 	28 	71 	17 	193 	15 	19 	26 	89 	338 	15 	135 	0 	30 	56 	1 	63 	1 	41 	33 	222 	28 	148 	10 	34 	56 	36 	159 	25 	18 	26 	148 
NR,F,Y60-64,ACC_OTH,TOT_IN,2011	618 	26 	10 	27 	6 	48 	5 	4 	6 	30 	138 	5 	50 	0 	14 	19 	0 	31 	: 	13 	8 	52 	3 	40 	4 	8 	12 	11 	48 	9 	7 	7 	50 
NR,F,Y60-64,ACC_OTH,TOT_RESID,2011	619 	26 	10 	27 	7 	48 	5 	4 	6 	28 	139 	5 	49 	0 	14 	19 	0 	31 	: 	13 	8 	52 	3 	41 	4 	8 	12 	11 	49 	9 	5 	7 	50 
NR,F,Y60-64,A_B,TOT_IN,2011	1252 	56 	22 	33 	10 	239 	3 	5 	1 	91 	171 	5 	169 	1 	8 	12 	5 	22 	1 	36 	9 	105 	36 	50 	1 	6 	8 	26 	121 	13 	22 	13 	162 
NR,F,Y60-64,A_B,TOT_RESID,2011	1246 	55 	22 	32 	10 	239 	3 	5 	1 	89 	169 	5 	169 	1 	8 	12 	5 	22 	1 	36 	9 	106 	35 	50 	1 	6 	8 	26 	121 	13 	22 	13 	161 
NR,F,Y60-64,A_B_OTH,TOT_IN,2011	970 	52 	17 	25 	7 	205 	2 	5 	1 	57 	145 	4 	108 	1 	5 	10 	5 	12 	0 	33 	6 	77 	26 	29 	1 	6 	7 	23 	101 	12 	17 	11 	101 
NR,F,Y60-64,A_B_OTH,TOT_RESID,2011	967 	52 	17 	24 	7 	205 	2 	5 	1 	56 	144 	4 	108 	1 	5 	10 	5 	12 	0 	33 	6 	78 	25 	29 	1 	6 	7 	23 	101 	12 	16 	11 	100 
NR,F,Y60-64,B15-B19_B942,TOT_IN,2011	43 	1 	0 	0 	0 	7 	0 	0 	0 	6 	6 	0 	6 	0 	1 	0 	: 	0 	: 	1 	2 	1 	8 	1 	: 	: 	0 	2 	1 	0 	2 	0 	0 
NR,F,Y60-64,B15-B19_B942,TOT_RESID,2011	42 	1 	0 	0 	0 	7 	0 	0 	0 	5 	6 	0 	6 	: 	1 	0 	: 	0 	: 	1 	2 	1 	8 	1 	: 	: 	0 	2 	1 	0 	2 	0 	0 
NR,F,Y60-64,B20-B24,TOT_IN,2011	169 	2 	0 	7 	2 	26 	0 	0 	: 	23 	13 	1 	50 	0 	1 	0 	0 	4 	1 	2 	1 	16 	2 	3 	0 	0 	1 	1 	13 	1 	3 	2 	44 
NR,F,Y60-64,B20-B24,TOT_RESID,2011	168 	2 	0 	7 	2 	26 	0 	0 	: 	23 	12 	1 	50 	0 	1 	0 	0 	4 	1 	2 	1 	16 	2 	3 	0 	0 	1 	1 	13 	1 	3 	2 	44 
NR,F,Y60-64,C,TOT_IN,2011	50710 	1110 	855 	1395 	731 	8111 	138 	397 	785 	2924 	5780 	504 	5403 	49 	256 	310 	44 	1684 	43 	2110 	776 	5230 	818 	2212 	214 	579 	574 	924 	6754 	455 	634 	1188 	2471 
NR,F,Y60-64,C,TOT_RESID,2011	50657 	1101 	856 	1393 	731 	8123 	138 	396 	782 	2916 	5764 	503 	5386 	48 	256 	309 	45 	1683 	43 	2112 	776 	5232 	818 	2212 	213 	580 	574 	925 	6742 	455 	614 	1188 	2466 
NR,F,Y60-64,C00-C14,TOT_IN,2011	856 	22 	7 	25 	9 	187 	3 	3 	6 	48 	115 	7 	83 	1 	8 	5 	2 	60 	: 	25 	15 	74 	7 	30 	1 	15 	3 	11 	84 	7 	10 	17 	22 
NR,F,Y60-64,C00-C14,TOT_RESID,2011	857 	22 	7 	25 	9 	187 	3 	3 	6 	49 	117 	7 	83 	1 	8 	5 	2 	60 	: 	25 	15 	74 	7 	30 	1 	15 	3 	11 	82 	7 	9 	17 	22 
